2019-01-01 03:45:06,237.237.228.197,Felicity_Ng,'GET / HTTP/1.1',200,199
2019-01-01 03:45:36,237.237.228.197,Felicity_Ng,'GET /products/1 HTTP/1.1',200,205
2019-01-01 03:45:36,237.237.228.197,Felicity_Ng,'GET /products/images/1.jpg HTTP/1.1',200,211
2019-01-01 03:47:19,237.237.228.197,Felicity_Ng,'GET /products/48 HTTP/1.1',100,440
2019-01-01 03:47:19,237.237.228.197,Felicity_Ng,'GET /products/images/48.jpg HTTP/1.1',404,728
2019-01-01 03:49:42,237.237.228.197,Felicity_Ng,'GET /products/7 HTTP/1.1',100,235
2019-01-01 03:49:42,237.237.228.197,Felicity_Ng,'GET /products/images/7.jpg HTTP/1.1',100,277
2019-01-01 03:53:48,237.237.228.197,Felicity_Ng,'GET /products/37 HTTP/1.1',404,385
2019-01-01 03:53:48,237.237.228.197,Felicity_Ng,'GET /products/images/37.jpg HTTP/1.1',100,607
2019-01-01 03:54:39,237.237.228.197,Felicity_Ng,'GET /products/26 HTTP/1.1',200,330
2019-01-01 03:54:39,237.237.228.197,Felicity_Ng,'GET /products/images/26.jpg HTTP/1.1',200,486
2019-01-01 03:56:45,237.237.228.197,Felicity_Ng,'GET /products/21 HTTP/1.1',404,305
2019-01-01 03:56:45,237.237.228.197,Felicity_Ng,'GET /products/images/21.jpg HTTP/1.1',200,431
2019-01-01 04:01:00,237.237.228.197,Felicity_Ng,'GET /products/15 HTTP/1.1',100,275
2019-01-01 04:01:00,237.237.228.197,Felicity_Ng,'GET /products/images/15.jpg HTTP/1.1',200,365
2019-01-01 04:04:27,237.237.228.197,Felicity_Ng,'GET /products/46 HTTP/1.1',200,430
2019-01-01 04:04:27,237.237.228.197,Felicity_Ng,'GET /products/images/46.jpg HTTP/1.1',200,706
2019-01-01 08:13:52,231.80.115.102,Joseph_Wong,'GET / HTTP/1.1',200,199
2019-01-01 08:16:13,231.80.115.102,Joseph_Wong,'GET /products/13 HTTP/1.1',200,265
2019-01-01 08:16:13,231.80.115.102,Joseph_Wong,'GET /products/images/13.jpg HTTP/1.1',200,343
2019-01-01 08:17:56,231.80.115.102,Joseph_Wong,'GET /products/38 HTTP/1.1',200,390
2019-01-01 08:17:56,231.80.115.102,Joseph_Wong,'GET /products/images/38.jpg HTTP/1.1',100,618
2019-01-01 08:19:11,231.80.115.102,Joseph_Wong,'GET /products/25 HTTP/1.1',200,325
2019-01-01 08:19:11,231.80.115.102,Joseph_Wong,'GET /products/images/25.jpg HTTP/1.1',200,475
2019-01-01 08:21:49,231.80.115.102,Joseph_Wong,'GET /products/45 HTTP/1.1',100,425
2019-01-01 08:21:49,231.80.115.102,Joseph_Wong,'GET /products/images/45.jpg HTTP/1.1',200,695
2019-01-01 08:24:16,231.80.115.102,Joseph_Wong,'GET /products/45 HTTP/1.1',200,425
2019-01-01 08:24:16,231.80.115.102,Joseph_Wong,'GET /products/images/45.jpg HTTP/1.1',200,695
2019-01-01 08:28:55,231.80.115.102,Joseph_Wong,'GET /products/37 HTTP/1.1',200,385
2019-01-01 08:28:55,231.80.115.102,Joseph_Wong,'GET /products/images/37.jpg HTTP/1.1',200,607
2019-01-01 08:33:28,231.80.115.102,Joseph_Wong,'GET /products/36 HTTP/1.1',100,380
2019-01-01 08:33:28,231.80.115.102,Joseph_Wong,'GET /products/images/36.jpg HTTP/1.1',200,596
2019-01-01 11:09:06,222.99.242.164,Ryan_Ho,'GET / HTTP/1.1',404,199
2019-01-01 11:09:42,222.99.242.164,Ryan_Ho,'GET /products/8 HTTP/1.1',200,240
2019-01-01 11:09:42,222.99.242.164,Ryan_Ho,'GET /products/images/8.jpg HTTP/1.1',200,288
2019-01-01 11:11:38,222.99.242.164,Ryan_Ho,'GET /products/45 HTTP/1.1',200,425
2019-01-01 11:11:38,222.99.242.164,Ryan_Ho,'GET /products/images/45.jpg HTTP/1.1',100,695
2019-01-01 11:13:13,222.99.242.164,Ryan_Ho,'GET /products/15 HTTP/1.1',200,275
2019-01-01 11:13:13,222.99.242.164,Ryan_Ho,'GET /products/images/15.jpg HTTP/1.1',404,365
2019-01-01 11:13:15,222.99.242.164,Ryan_Ho,'GET /products/5 HTTP/1.1',200,225
2019-01-01 11:13:15,222.99.242.164,Ryan_Ho,'GET /products/images/5.jpg HTTP/1.1',200,255
2019-01-01 11:13:54,222.99.242.164,Ryan_Ho,'GET /products/36 HTTP/1.1',100,380
2019-01-01 11:13:54,222.99.242.164,Ryan_Ho,'GET /products/images/36.jpg HTTP/1.1',503,596
2019-01-01 12:18:38,94.98.184.108,Julia_Ho,'GET / HTTP/1.1',100,199
2019-01-01 12:19:23,94.98.184.108,Julia_Ho,'GET /products/19 HTTP/1.1',100,295
2019-01-01 12:19:23,94.98.184.108,Julia_Ho,'GET /products/images/19.jpg HTTP/1.1',200,409
2019-01-01 12:21:23,94.98.184.108,Julia_Ho,'GET /products/37 HTTP/1.1',503,385
2019-01-01 12:21:23,94.98.184.108,Julia_Ho,'GET /products/images/37.jpg HTTP/1.1',200,607
2019-01-01 12:23:22,94.98.184.108,Julia_Ho,'GET /products/33 HTTP/1.1',200,365
2019-01-01 12:23:22,94.98.184.108,Julia_Ho,'GET /products/images/33.jpg HTTP/1.1',200,563
2019-01-01 12:26:19,94.98.184.108,Julia_Ho,'GET /products/14 HTTP/1.1',200,270
2019-01-01 12:26:19,94.98.184.108,Julia_Ho,'GET /products/images/14.jpg HTTP/1.1',200,354
2019-01-01 12:30:25,94.98.184.108,Julia_Ho,'GET /products/30 HTTP/1.1',100,350
2019-01-01 12:30:25,94.98.184.108,Julia_Ho,'GET /products/images/30.jpg HTTP/1.1',200,530
2019-01-01 17:32:15,223.132.182.193,Henry_Loh,'GET / HTTP/1.1',200,199
2019-01-01 17:36:09,223.132.182.193,Henry_Loh,'GET /products/3 HTTP/1.1',100,215
2019-01-01 17:36:09,223.132.182.193,Henry_Loh,'GET /products/images/3.jpg HTTP/1.1',200,233
2019-01-01 17:40:42,223.132.182.193,Henry_Loh,'GET /products/51 HTTP/1.1',200,455
2019-01-01 17:40:42,223.132.182.193,Henry_Loh,'GET /products/images/51.jpg HTTP/1.1',200,761
2019-01-01 18:48:55,203.145.97.244,Gloria_Ho,'GET / HTTP/1.1',200,199
2019-01-01 18:49:51,203.145.97.244,Gloria_Ho,'GET /products/50 HTTP/1.1',200,450
2019-01-01 18:49:51,203.145.97.244,Gloria_Ho,'GET /products/images/50.jpg HTTP/1.1',200,750
2019-01-01 18:54:42,203.145.97.244,Gloria_Ho,'GET /products/10 HTTP/1.1',100,250
2019-01-01 18:54:42,203.145.97.244,Gloria_Ho,'GET /products/images/10.jpg HTTP/1.1',100,310
2019-01-01 18:59:26,203.145.97.244,Gloria_Ho,'GET /products/16 HTTP/1.1',200,280
2019-01-01 18:59:26,203.145.97.244,Gloria_Ho,'GET /products/images/16.jpg HTTP/1.1',200,376
2019-01-01 19:00:23,203.145.97.244,Gloria_Ho,'GET /products/29 HTTP/1.1',100,345
2019-01-01 19:00:23,203.145.97.244,Gloria_Ho,'GET /products/images/29.jpg HTTP/1.1',200,519
2019-01-01 19:01:57,203.145.97.244,Gloria_Ho,'GET /products/12 HTTP/1.1',100,260
2019-01-01 19:01:57,203.145.97.244,Gloria_Ho,'GET /products/images/12.jpg HTTP/1.1',100,332
2019-01-01 19:04:43,203.145.97.244,Gloria_Ho,'GET /products/4 HTTP/1.1',100,220
2019-01-01 19:04:43,203.145.97.244,Gloria_Ho,'GET /products/images/4.jpg HTTP/1.1',200,244
2019-01-01 21:17:10,234.169.250.246,Joe_Lim,'GET / HTTP/1.1',200,199
2019-01-01 21:20:05,234.169.250.246,Joe_Lim,'GET /products/19 HTTP/1.1',200,295
2019-01-01 21:20:05,234.169.250.246,Joe_Lim,'GET /products/images/19.jpg HTTP/1.1',100,409
2019-01-01 21:21:58,234.169.250.246,Joe_Lim,'GET /products/41 HTTP/1.1',200,405
2019-01-01 21:21:58,234.169.250.246,Joe_Lim,'GET /products/images/41.jpg HTTP/1.1',100,651
2019-01-01 21:23:32,234.169.250.246,Joe_Lim,'GET /products/30 HTTP/1.1',404,350
2019-01-01 21:23:32,234.169.250.246,Joe_Lim,'GET /products/images/30.jpg HTTP/1.1',200,530
2019-01-02 01:22:29,51.235.237.165,Xander_Ng,'GET / HTTP/1.1',404,199
2019-01-02 03:50:57,73.156.186.207,Emily_Choo,'GET / HTTP/1.1',100,199
2019-01-02 03:51:35,73.156.186.207,Emily_Choo,'GET /products/35 HTTP/1.1',100,375
2019-01-02 03:51:35,73.156.186.207,Emily_Choo,'GET /products/images/35.jpg HTTP/1.1',100,585
2019-01-02 03:53:34,73.156.186.207,Emily_Choo,'GET /products/1 HTTP/1.1',200,205
2019-01-02 03:53:34,73.156.186.207,Emily_Choo,'GET /products/images/1.jpg HTTP/1.1',200,211
2019-01-02 05:58:37,92.154.84.140,Rachel_Lee,'GET / HTTP/1.1',200,199
2019-01-02 06:00:38,92.154.84.140,Rachel_Lee,'GET /products/30 HTTP/1.1',100,350
2019-01-02 06:00:38,92.154.84.140,Rachel_Lee,'GET /products/images/30.jpg HTTP/1.1',100,530
2019-01-02 06:01:43,92.154.84.140,Rachel_Lee,'GET /products/6 HTTP/1.1',200,230
2019-01-02 06:01:43,92.154.84.140,Rachel_Lee,'GET /products/images/6.jpg HTTP/1.1',200,266
2019-01-02 06:02:43,92.154.84.140,Rachel_Lee,'GET /products/21 HTTP/1.1',200,305
2019-01-02 06:02:43,92.154.84.140,Rachel_Lee,'GET /products/images/21.jpg HTTP/1.1',200,431
2019-01-02 06:06:48,92.154.84.140,Rachel_Lee,'GET /products/30 HTTP/1.1',200,350
2019-01-02 06:06:48,92.154.84.140,Rachel_Lee,'GET /products/images/30.jpg HTTP/1.1',503,530
2019-01-02 06:06:57,92.154.84.140,Rachel_Lee,'GET /products/33 HTTP/1.1',200,365
2019-01-02 06:06:57,92.154.84.140,Rachel_Lee,'GET /products/images/33.jpg HTTP/1.1',200,563
2019-01-02 06:10:39,92.154.84.140,Rachel_Lee,'GET /products/28 HTTP/1.1',200,340
2019-01-02 06:10:39,92.154.84.140,Rachel_Lee,'GET /products/images/28.jpg HTTP/1.1',100,508
2019-01-02 06:14:18,92.154.84.140,Rachel_Lee,'GET /products/37 HTTP/1.1',200,385
2019-01-02 06:14:18,92.154.84.140,Rachel_Lee,'GET /products/images/37.jpg HTTP/1.1',200,607
2019-01-02 06:19:08,92.154.84.140,Rachel_Lee,'GET /products/48 HTTP/1.1',200,440
2019-01-02 06:19:08,92.154.84.140,Rachel_Lee,'GET /products/images/48.jpg HTTP/1.1',200,728
2019-01-02 11:06:38,157.197.158.114,Keith_Ng,'GET / HTTP/1.1',200,199
2019-01-02 11:09:49,157.197.158.114,Keith_Ng,'GET /products/4 HTTP/1.1',200,220
2019-01-02 11:09:49,157.197.158.114,Keith_Ng,'GET /products/images/4.jpg HTTP/1.1',200,244
2019-01-02 11:09:52,157.197.158.114,Keith_Ng,'GET /products/34 HTTP/1.1',200,370
2019-01-02 11:09:52,157.197.158.114,Keith_Ng,'GET /products/images/34.jpg HTTP/1.1',200,574
2019-01-02 11:14:06,157.197.158.114,Keith_Ng,'GET /products/28 HTTP/1.1',200,340
2019-01-02 11:14:06,157.197.158.114,Keith_Ng,'GET /products/images/28.jpg HTTP/1.1',200,508
2019-01-02 11:18:05,157.197.158.114,Keith_Ng,'GET /products/48 HTTP/1.1',200,440
2019-01-02 11:18:05,157.197.158.114,Keith_Ng,'GET /products/images/48.jpg HTTP/1.1',200,728
2019-01-02 11:22:30,157.197.158.114,Keith_Ng,'GET /products/10 HTTP/1.1',100,250
2019-01-02 11:22:30,157.197.158.114,Keith_Ng,'GET /products/images/10.jpg HTTP/1.1',100,310
2019-01-02 11:25:26,157.197.158.114,Keith_Ng,'GET /products/28 HTTP/1.1',100,340
2019-01-02 11:25:26,157.197.158.114,Keith_Ng,'GET /products/images/28.jpg HTTP/1.1',200,508
2019-01-02 15:29:17,206.86.100.72,Elliot_Ng,'GET / HTTP/1.1',404,199
2019-01-02 15:30:17,206.86.100.72,Elliot_Ng,'GET /products/45 HTTP/1.1',200,425
2019-01-02 15:30:17,206.86.100.72,Elliot_Ng,'GET /products/images/45.jpg HTTP/1.1',404,695
2019-01-02 15:32:53,206.86.100.72,Elliot_Ng,'GET /products/45 HTTP/1.1',200,425
2019-01-02 15:32:53,206.86.100.72,Elliot_Ng,'GET /products/images/45.jpg HTTP/1.1',200,695
2019-01-02 15:35:30,206.86.100.72,Elliot_Ng,'GET /products/25 HTTP/1.1',200,325
2019-01-02 15:35:30,206.86.100.72,Elliot_Ng,'GET /products/images/25.jpg HTTP/1.1',200,475
2019-01-02 18:57:22,242.86.176.143,Alice_Yip,'GET / HTTP/1.1',200,199
2019-01-02 19:02:03,242.86.176.143,Alice_Yip,'GET /products/20 HTTP/1.1',200,300
2019-01-02 19:02:03,242.86.176.143,Alice_Yip,'GET /products/images/20.jpg HTTP/1.1',200,420
2019-01-02 19:03:16,242.86.176.143,Alice_Yip,'GET /products/18 HTTP/1.1',200,290
2019-01-02 19:03:16,242.86.176.143,Alice_Yip,'GET /products/images/18.jpg HTTP/1.1',100,398
2019-01-02 19:05:34,242.86.176.143,Alice_Yip,'GET /products/44 HTTP/1.1',200,420
2019-01-02 19:05:34,242.86.176.143,Alice_Yip,'GET /products/images/44.jpg HTTP/1.1',200,684
2019-01-02 19:10:24,242.86.176.143,Alice_Yip,'GET /products/10 HTTP/1.1',200,250
2019-01-02 19:10:24,242.86.176.143,Alice_Yip,'GET /products/images/10.jpg HTTP/1.1',200,310
2019-01-02 19:14:01,242.86.176.143,Alice_Yip,'GET /products/6 HTTP/1.1',200,230
2019-01-02 19:14:01,242.86.176.143,Alice_Yip,'GET /products/images/6.jpg HTTP/1.1',100,266
2019-01-02 19:40:05,157.197.158.114,Keith_Ng,'GET / HTTP/1.1',200,199
2019-01-02 19:44:04,157.197.158.114,Keith_Ng,'GET /products/12 HTTP/1.1',200,260
2019-01-02 19:44:04,157.197.158.114,Keith_Ng,'GET /products/images/12.jpg HTTP/1.1',200,332
2019-01-02 19:47:47,157.197.158.114,Keith_Ng,'GET /products/48 HTTP/1.1',404,440
2019-01-02 19:47:47,157.197.158.114,Keith_Ng,'GET /products/images/48.jpg HTTP/1.1',200,728
2019-01-02 22:49:55,98.191.235.104,Zechary_Yeo,'GET / HTTP/1.1',200,199
2019-01-02 22:53:41,98.191.235.104,Zechary_Yeo,'GET /products/5 HTTP/1.1',200,225
2019-01-02 22:53:41,98.191.235.104,Zechary_Yeo,'GET /products/images/5.jpg HTTP/1.1',200,255
2019-01-02 22:55:04,98.191.235.104,Zechary_Yeo,'GET /products/18 HTTP/1.1',100,290
2019-01-02 22:55:04,98.191.235.104,Zechary_Yeo,'GET /products/images/18.jpg HTTP/1.1',200,398
2019-01-02 22:55:42,98.191.235.104,Zechary_Yeo,'GET /products/44 HTTP/1.1',200,420
2019-01-02 22:55:42,98.191.235.104,Zechary_Yeo,'GET /products/images/44.jpg HTTP/1.1',200,684
2019-01-02 22:56:04,98.191.235.104,Zechary_Yeo,'GET /products/7 HTTP/1.1',100,235
2019-01-02 22:56:04,98.191.235.104,Zechary_Yeo,'GET /products/images/7.jpg HTTP/1.1',200,277
2019-01-02 22:57:34,98.191.235.104,Zechary_Yeo,'GET /products/24 HTTP/1.1',100,320
2019-01-02 22:57:34,98.191.235.104,Zechary_Yeo,'GET /products/images/24.jpg HTTP/1.1',200,464
2019-01-02 22:57:41,98.191.235.104,Zechary_Yeo,'GET /products/5 HTTP/1.1',100,225
2019-01-02 22:57:41,98.191.235.104,Zechary_Yeo,'GET /products/images/5.jpg HTTP/1.1',200,255
2019-01-02 22:59:20,98.191.235.104,Zechary_Yeo,'GET /products/8 HTTP/1.1',100,240
2019-01-02 22:59:20,98.191.235.104,Zechary_Yeo,'GET /products/images/8.jpg HTTP/1.1',200,288
2019-01-03 00:04:39,55.197.202.243,Michelle_Lim,'GET / HTTP/1.1',200,199
2019-01-03 00:09:36,55.197.202.243,Michelle_Lim,'GET /products/13 HTTP/1.1',100,265
2019-01-03 00:09:36,55.197.202.243,Michelle_Lim,'GET /products/images/13.jpg HTTP/1.1',200,343
2019-01-03 00:09:51,55.197.202.243,Michelle_Lim,'GET /products/21 HTTP/1.1',200,305
2019-01-03 00:09:51,55.197.202.243,Michelle_Lim,'GET /products/images/21.jpg HTTP/1.1',200,431
2019-01-03 00:14:11,55.197.202.243,Michelle_Lim,'GET /products/10 HTTP/1.1',200,250
2019-01-03 00:14:11,55.197.202.243,Michelle_Lim,'GET /products/images/10.jpg HTTP/1.1',200,310
2019-01-03 01:57:58,159.201.153.162,Roger_Ng,'GET / HTTP/1.1',100,199
2019-01-03 02:01:32,159.201.153.162,Roger_Ng,'GET /products/2 HTTP/1.1',100,210
2019-01-03 02:01:32,159.201.153.162,Roger_Ng,'GET /products/images/2.jpg HTTP/1.1',200,222
2019-01-03 02:05:46,159.201.153.162,Roger_Ng,'GET /products/41 HTTP/1.1',200,405
2019-01-03 02:05:46,159.201.153.162,Roger_Ng,'GET /products/images/41.jpg HTTP/1.1',503,651
2019-01-03 06:37:57,89.148.159.223,Jessica_Chan,'GET / HTTP/1.1',503,199
2019-01-03 06:38:31,89.148.159.223,Jessica_Chan,'GET /products/42 HTTP/1.1',100,410
2019-01-03 06:38:31,89.148.159.223,Jessica_Chan,'GET /products/images/42.jpg HTTP/1.1',200,662
2019-01-03 06:42:47,89.148.159.223,Jessica_Chan,'GET /products/28 HTTP/1.1',100,340
2019-01-03 06:42:47,89.148.159.223,Jessica_Chan,'GET /products/images/28.jpg HTTP/1.1',100,508
2019-01-03 10:39:02,81.104.66.72,Richard_Ng,'GET / HTTP/1.1',200,199
2019-01-03 10:41:23,81.104.66.72,Richard_Ng,'GET /products/11 HTTP/1.1',200,255
2019-01-03 10:41:23,81.104.66.72,Richard_Ng,'GET /products/images/11.jpg HTTP/1.1',200,321
2019-01-03 11:40:51,144.241.229.158,Clara_Yip,'GET / HTTP/1.1',404,199
2019-01-03 11:42:12,144.241.229.158,Clara_Yip,'GET /products/38 HTTP/1.1',200,390
2019-01-03 11:42:12,144.241.229.158,Clara_Yip,'GET /products/images/38.jpg HTTP/1.1',200,618
2019-01-03 11:44:47,144.241.229.158,Clara_Yip,'GET /products/24 HTTP/1.1',200,320
2019-01-03 11:44:47,144.241.229.158,Clara_Yip,'GET /products/images/24.jpg HTTP/1.1',200,464
2019-01-03 15:25:28,143.152.205.117,Alice_Chan,'GET / HTTP/1.1',200,199
2019-01-03 15:28:14,143.152.205.117,Alice_Chan,'GET /products/29 HTTP/1.1',200,345
2019-01-03 15:28:14,143.152.205.117,Alice_Chan,'GET /products/images/29.jpg HTTP/1.1',200,519
2019-01-03 15:29:06,143.152.205.117,Alice_Chan,'GET /products/19 HTTP/1.1',200,295
2019-01-03 15:29:06,143.152.205.117,Alice_Chan,'GET /products/images/19.jpg HTTP/1.1',200,409
2019-01-03 15:30:13,143.152.205.117,Alice_Chan,'GET /products/26 HTTP/1.1',200,330
2019-01-03 15:30:13,143.152.205.117,Alice_Chan,'GET /products/images/26.jpg HTTP/1.1',200,486
2019-01-03 15:34:51,143.152.205.117,Alice_Chan,'GET /products/50 HTTP/1.1',200,450
2019-01-03 15:34:51,143.152.205.117,Alice_Chan,'GET /products/images/50.jpg HTTP/1.1',200,750
2019-01-03 15:37:56,143.152.205.117,Alice_Chan,'GET /products/35 HTTP/1.1',100,375
2019-01-03 15:37:56,143.152.205.117,Alice_Chan,'GET /products/images/35.jpg HTTP/1.1',200,585
2019-01-03 15:38:40,143.152.205.117,Alice_Chan,'GET /products/14 HTTP/1.1',200,270
2019-01-03 15:38:40,143.152.205.117,Alice_Chan,'GET /products/images/14.jpg HTTP/1.1',200,354
2019-01-03 15:43:32,143.152.205.117,Alice_Chan,'GET /products/10 HTTP/1.1',200,250
2019-01-03 15:43:32,143.152.205.117,Alice_Chan,'GET /products/images/10.jpg HTTP/1.1',100,310
2019-01-03 15:48:28,143.152.205.117,Alice_Chan,'GET /products/24 HTTP/1.1',200,320
2019-01-03 15:48:28,143.152.205.117,Alice_Chan,'GET /products/images/24.jpg HTTP/1.1',200,464
2019-01-03 15:57:51,178.181.202.62,Janet_Yeo,'GET / HTTP/1.1',200,199
2019-01-03 15:58:43,178.181.202.62,Janet_Yeo,'GET /products/20 HTTP/1.1',100,300
2019-01-03 15:58:43,178.181.202.62,Janet_Yeo,'GET /products/images/20.jpg HTTP/1.1',200,420
2019-01-03 16:01:56,178.181.202.62,Janet_Yeo,'GET /products/15 HTTP/1.1',100,275
2019-01-03 16:01:56,178.181.202.62,Janet_Yeo,'GET /products/images/15.jpg HTTP/1.1',200,365
2019-01-03 16:02:10,178.181.202.62,Janet_Yeo,'GET /products/27 HTTP/1.1',200,335
2019-01-03 16:02:10,178.181.202.62,Janet_Yeo,'GET /products/images/27.jpg HTTP/1.1',200,497
2019-01-03 16:06:42,178.181.202.62,Janet_Yeo,'GET /products/44 HTTP/1.1',200,420
2019-01-03 16:06:42,178.181.202.62,Janet_Yeo,'GET /products/images/44.jpg HTTP/1.1',503,684
2019-01-03 16:11:31,178.181.202.62,Janet_Yeo,'GET /products/40 HTTP/1.1',200,400
2019-01-03 16:11:31,178.181.202.62,Janet_Yeo,'GET /products/images/40.jpg HTTP/1.1',200,640
2019-01-03 17:31:04,232.230.157.121,Pearlyn_Tan,'GET / HTTP/1.1',100,199
2019-01-03 17:31:24,232.230.157.121,Pearlyn_Tan,'GET /products/40 HTTP/1.1',200,400
